[s],CH1[V]
-2.4999E-02,-2.282732284E-02
-2.4994E-02,-2.157270706E-02
-2.4989E-02,-2.233061302E-02
-2.4984E-02,-2.339299095E-02
-2.4979E-02,-2.286976230E-02
-2.4974E-02,-2.209983337E-02
-2.4969E-02,-2.259017169E-02
-2.4964E-02,-2.173088539E-02
-2.4959E-02,-1.922352111E-02
-2.4954E-02,-1.748060310E-02
-2.4949E-02,-1.875626266E-02
-2.4944E-02,-1.926778781E-02
-2.4939E-02,-2.093340957E-02
-2.4934E-02,-2.078654754E-02
-2.4929E-02,-2.131924903E-02
-2.4924E-02,-2.146261299E-02
-2.4919E-02,-2.074888217E-02
-2.4914E-02,-2.260733020E-02
-2.4909E-02,-2.234006774E-02
-2.4904E-02,-2.279308879E-02
-2.4899E-02,-2.237033737E-02
-2.4894E-02,-2.413750923E-02
-2.4889E-02,-2.352222335E-02
-2.4884E-02,-2.182285774E-02
-2.4879E-02,-2.211482799E-02
-2.4874E-02,-2.250535953E-02
-2.4869E-02,-2.304670131E-02
-2.4864E-02,-2.150996101E-02
-2.4859E-02,-2.209846580E-02
-2.4854E-02,-2.160551727E-02
-2.4849E-02,-2.040422046E-02
-2.4844E-02,-2.369208705E-02
-2.4839E-02,-2.405825794E-02
-2.4834E-02,-2.393790996E-02
-2.4829E-02,-2.397927749E-02
-2.4824E-02,-2.419433486E-02
-2.4819E-02,-2.600156677E-02
-2.4814E-02,-2.358503997E-02
-2.4809E-02,-2.250697124E-02
-2.4804E-02,-2.263299453E-02
-2.4799E-02,-2.255450714E-02
-2.4794E-02,-2.281325424E-02
-2.4789E-02,-2.176373661E-02
-2.4784E-02,-2.362201488E-02
-2.4779E-02,-2.281127918E-02
-2.4774E-02,-2.214700401E-02
-2.4769E-02,-2.255484474E-02
-2.4764E-02,-2.309352958E-02
-2.4759E-02,-2.222620189E-02
-2.4754E-02,-2.134491432E-02
-2.4749E-02,-2.242631328E-02
-2.4744E-02,-2.071915138E-02
-2.4739E-02,-2.280138671E-02
-2.4734E-02,-2.460012996E-02
-2.4729E-02,-2.448315418E-02
-2.4724E-02,-2.471760929E-02
-2.4719E-02,-2.425950420E-02
-2.4714E-02,-2.543726432E-02
-2.4709E-02,-2.476545417E-02
-2.4704E-02,-2.515978038E-02
-2.4699E-02,-2.455108345E-02
-2.4694E-02,-2.422499549E-02
-2.4689E-02,-2.427893150E-02
-2.4684E-02,-2.356678379E-02
-2.4679E-02,-2.362938011E-02
-2.4674E-02,-2.229495990E-02
-2.4669E-02,-2.154806793E-02
-2.4664E-02,-2.242519367E-02
-2.4659E-02,-2.281091583E-02
-2.4654E-02,-2.236008632E-02
-2.4649E-02,-2.050134170E-02
-2.4644E-02,-2.202915370E-02
-2.4639E-02,-2.224811637E-02
-2.4634E-02,-2.183116519E-02
-2.4629E-02,-2.133838642E-02
-2.4624E-02,-2.063806140E-02
-2.4619E-02,-2.021831024E-02
-2.4614E-02,-2.069445312E-02
