[s],CH1[V]
-2.4999E-02,-3.166682410E-02
-2.4994E-02,-3.200398993E-02
-2.4989E-02,-2.953116202E-02
-2.4984E-02,-3.035070777E-02
-2.4979E-02,-3.170972228E-02
-2.4974E-02,-2.998640037E-02
-2.4969E-02,-2.940279937E-02
-2.4964E-02,-2.968032813E-02
-2.4959E-02,-2.979726005E-02
-2.4954E-02,-2.933083320E-02
-2.4949E-02,-3.094399619E-02
-2.4944E-02,-4.054905486E-02
-2.4939E-02,-4.190776229E-02
-2.4934E-02,-3.896983314E-02
-2.4929E-02,-3.616567206E-02
-2.4924E-02,-3.221073699E-02
-2.4919E-02,-3.289609313E-02
-2.4914E-02,-3.396852279E-02
-2.4909E-02,-3.405083632E-02
-2.4904E-02,-3.134189773E-02
-2.4899E-02,-2.653573012E-02
-2.4894E-02,-2.731135345E-02
-2.4889E-02,-2.977419066E-02
-2.4884E-02,-2.914163375E-02
-2.4879E-02,-2.741111541E-02
-2.4874E-02,-2.997471595E-02
-2.4869E-02,-3.194153380E-02
-2.4864E-02,-3.030548453E-02
-2.4859E-02,-2.848787284E-02
-2.4854E-02,-3.051014876E-02
-2.4849E-02,-3.188505721E-02
-2.4844E-02,-3.126476645E-02
-2.4839E-02,-3.074108863E-02
-2.4834E-02,-3.052988982E-02
-2.4829E-02,-2.706750083E-02
-2.4824E-02,-2.556090522E-02
-2.4819E-02,-2.836112189E-02
-2.4814E-02,-2.845613074E-02
-2.4809E-02,-2.789736152E-02
-2.4804E-02,-2.864953208E-02
-2.4799E-02,-2.978486228E-02
-2.4794E-02,-2.975089431E-02
-2.4789E-02,-2.733810401E-02
-2.4784E-02,-2.908345962E-02
-2.4779E-02,-3.044779372E-02
-2.4774E-02,-2.997644782E-02
-2.4769E-02,-3.058336806E-02
-2.4764E-02,-3.139019942E-02
-2.4759E-02,-3.104509711E-02
-2.4754E-02,-3.098480392E-02
-2.4749E-02,-3.142374015E-02
-2.4744E-02,-3.153714538E-02
-2.4739E-02,-2.979472899E-02
-2.4734E-02,-2.907758117E-02
-2.4729E-02,-2.952422690E-02
-2.4724E-02,-2.830958915E-02
-2.4719E-02,-2.532598662E-02
-2.4714E-02,-2.504633307E-02
-2.4709E-02,-2.757357955E-02
-2.4704E-02,-2.773005080E-02
-2.4699E-02,-2.837614608E-02
-2.4694E-02,-2.833460212E-02
-2.4689E-02,-2.740750098E-02
-2.4684E-02,-2.769871116E-02
-2.4679E-02,-2.881273818E-02
-2.4674E-02,-2.772077155E-02
-2.4669E-02,-2.671203017E-02
-2.4664E-02,-3.033792663E-02
-2.4659E-02,-3.906694961E-02
-2.4654E-02,-3.752375579E-02
-2.4649E-02,-3.110317016E-02
-2.4644E-02,-2.976647544E-02
-2.4639E-02,-3.121857238E-02
-2.4634E-02,-3.196928763E-02
-2.4629E-02,-2.944947028E-02
-2.4624E-02,-2.857684493E-02
-2.4619E-02,-2.779289603E-02
-2.4614E-02,-2.759441543E-02
-2.4609E-02,-2.777203536E-02
-2.4604E-02,-2.957616591E-02
-2.4599E-02,-2.974907660E-02
-2.4594E-02,-2.747496200E-02
-2.4589E-02,-2.927269912E-02
-2.4584E-02,-2.908703971E-02
-2.4579E-02,-2.666245627E-02
-2.4574E-02,-2.749872756E-02
-2.4569E-02,-3.084987998E-02
-2.4564E-02,-2.953244758E-02
