[s],CH1[V]
-2.4999E-02,-2.611678672E-02
-2.4994E-02,-2.577747512E-02
-2.4989E-02,-2.470224738E-02
-2.4984E-02,-2.490601897E-02
-2.4979E-02,-2.562907767E-02
-2.4974E-02,-2.560374045E-02
-2.4969E-02,-2.399092650E-02
-2.4964E-02,-2.421281028E-02
-2.4959E-02,-2.358746886E-02
-2.4954E-02,-2.385764289E-02
-2.4949E-02,-2.327545333E-02
-2.4944E-02,-2.388112998E-02
-2.4939E-02,-2.277497077E-02
-2.4934E-02,-2.314378905E-02
-2.4929E-02,-2.441530013E-02
-2.4924E-02,-2.436954093E-02
-2.4919E-02,-2.208908057E-02
-2.4914E-02,-2.094356322E-02
-2.4909E-02,-2.227359557E-02
-2.4904E-02,-2.227327323E-02
-2.4899E-02,-2.283952689E-02
-2.4894E-02,-2.387079215E-02
-2.4889E-02,-2.373844314E-02
-2.4884E-02,-2.488733840E-02
-2.4879E-02,-2.472379470E-02
-2.4874E-02,-2.333423400E-02
-2.4869E-02,-1.948117614E-02
-2.4864E-02,-1.516538978E-02
-2.4859E-02,-1.302777267E-02
-2.4854E-02,-1.210365081E-02
-2.4849E-02,-1.475213218E-02
-2.4844E-02,-2.167250419E-02
-2.4839E-02,-2.642044044E-02
-2.4834E-02,-2.821090484E-02
-2.4829E-02,-2.693013930E-02
-2.4824E-02,-2.577123046E-02
-2.4819E-02,-2.344126296E-02
-2.4814E-02,-1.920911574E-02
-2.4809E-02,-1.781828475E-02
-2.4804E-02,-1.937074447E-02
-2.4799E-02,-2.116525054E-02
-2.4794E-02,-2.278085113E-02
-2.4789E-02,-2.571186614E-02
-2.4784E-02,-2.594329619E-02
-2.4779E-02,-2.504664397E-02
-2.4774E-02,-2.542221045E-02
-2.4769E-02,-2.477144217E-02
-2.4764E-02,-2.172997832E-02
-2.4759E-02,-2.129280639E-02
-2.4754E-02,-2.533424354E-02
-2.4749E-02,-2.761239409E-02
-2.4744E-02,-2.909467101E-02
-2.4739E-02,-2.718429732E-02
-2.4734E-02,-2.650192618E-02
-2.4729E-02,-2.826435065E-02
-2.4724E-02,-2.747717643E-02
-2.4719E-02,-2.499061179E-02
-2.4714E-02,-2.442941642E-02
-2.4709E-02,-2.409332252E-02
-2.4704E-02,-2.281821609E-02
-2.4699E-02,-2.387044120E-02
-2.4694E-02,-2.441457915E-02
-2.4689E-02,-2.352557349E-02
-2.4684E-02,-2.534780478E-02
-2.4679E-02,-2.494967818E-02
-2.4674E-02,-2.336611152E-02
-2.4669E-02,-2.274933791E-02
-2.4664E-02,-2.428909278E-02
-2.4659E-02,-2.611534667E-02
-2.4654E-02,-2.490134215E-02
-2.4649E-02,-2.305261016E-02
-2.4644E-02,-2.283598113E-02
-2.4639E-02,-2.198196387E-02
-2.4634E-02,-2.397446418E-02
-2.4629E-02,-2.365577865E-02
-2.4624E-02,-2.458482337E-02
-2.4619E-02,-2.272778487E-02
-2.4614E-02,-2.222694564E-02
-2.4609E-02,-2.405233169E-02
-2.4604E-02,-2.252025390E-02
-2.4599E-02,-2.200357795E-02
-2.4594E-02,-2.120004630E-02
-2.4589E-02,-2.204205298E-02
-2.4584E-02,-2.292695594E-02
-2.4579E-02,-2.342576766E-02
-2.4574E-02,-2.325552344E-02
-2.4569E-02,-2.228821158E-02
-2.4564E-02,-2.308016753E-02
-2.4559E-02,-2.397469687E-02
-2.4554E-02,-2.705470252E-02
-2.4549E-02,-2.494271445E-02
-2.4544E-02,-2.364022231E-02
-2.4539E-02,-2.452403235E-02
-2.4534E-02,-2.511562324E-02
-2.4529E-02,-2.452311492E-02
-2.4524E-02,-2.537571692E-02
-2.4519E-02,-2.609989524E-02
-2.4514E-02,-2.667649436E-02
-2.4509E-02,-2.686354232E-02
-2.4504E-02,-2.950869155E-02
-2.4498E-02,-2.944381690E-02
-2.4493E-02,-2.990521789E-02
-2.4488E-02,-2.826841712E-02
-2.4483E-02,-2.827869582E-02
-2.4478E-02,-2.819782996E-02
-2.4473E-02,-2.807633758E-02
-2.4468E-02,-2.784381270E-02
-2.4463E-02,-2.824343657E-02
-2.4458E-02,-2.847181487E-02
-2.4453E-02,-2.887141776E-02
-2.4448E-02,-2.585077453E-02
-2.4443E-02,-2.465827155E-02
-2.4438E-02,-2.351020980E-02
-2.4433E-02,-2.517379546E-02
-2.4428E-02,-2.535471892E-02
-2.4423E-02,-2.358092284E-02
-2.4418E-02,-2.310477424E-02
-2.4413E-02,-2.583833671E-02
-2.4408E-02,-2.651394248E-02
-2.4403E-02,-2.538125014E-02
-2.4398E-02,-2.441575027E-02
-2.4393E-02,-2.571942496E-02
-2.4388E-02,-2.646513724E-02
-2.4383E-02,-2.539437842E-02
-2.4378E-02,-2.373327804E-02
-2.4373E-02,-2.299808288E-02
-2.4368E-02,-2.340147185E-02
-2.4363E-02,-2.594884086E-02
-2.4358E-02,-2.652379203E-02
-2.4353E-02,-2.621578383E-02
-2.4348E-02,-2.618456244E-02
-2.4343E-02,-2.521230865E-02
-2.4338E-02,-2.072743392E-02
-2.4333E-02,-1.193055511E-02
-2.4328E-02,-1.308939719E-02
-2.4323E-02,-1.561398101E-02
-2.4318E-02,-2.141315055E-02
-2.4313E-02,-2.595738006E-02
-2.4308E-02,-2.518256927E-02
-2.4303E-02,-2.525719047E-02
-2.4298E-02,-2.268416762E-02
-2.4293E-02,-2.275129104E-02
-2.4288E-02,-2.304355216E-02
-2.4283E-02,-2.352575660E-02
-2.4278E-02,-2.321925330E-02
-2.4273E-02,-2.557259345E-02
-2.4268E-02,-2.771306777E-02
-2.4263E-02,-2.588260627E-02
-2.4258E-02,-2.464132857E-02
-2.4253E-02,-2.366634917E-02
-2.4248E-02,-2.429773688E-02
-2.4243E-02,-2.532453513E-02
-2.4238E-02,-2.486571860E-02
-2.4233E-02,-2.389290023E-02
-2.4228E-02,-2.290443015E-02
-2.4223E-02,-2.447492957E-02
-2.4218E-02,-2.547793174E-02
-2.4213E-02,-2.552869964E-02
-2.4208E-02,-2.579139495E-02
-2.4203E-02,-2.554178214E-02
-2.4198E-02,-2.629830718E-02
-2.4193E-02,-2.610024619E-02
-2.4188E-02,-2.646284270E-02
-2.4183E-02,-2.741393447E-02
-2.4178E-02,-2.552327323E-02
-2.4173E-02,-2.540179229E-02
-2.4168E-02,-2.597821212E-02
-2.4163E-02,-2.543919921E-02
-2.4158E-02,-2.390890098E-02
-2.4153E-02,-2.443071914E-02
-2.4148E-02,-2.676629806E-02
-2.4143E-02,-2.676085067E-02
-2.4138E-02,-2.676168990E-02
-2.4133E-02,-2.773302627E-02
-2.4128E-02,-2.731845641E-02
-2.4123E-02,-2.372394538E-02
-2.4118E-02,-2.282415748E-02
-2.4113E-02,-2.443441939E-02
-2.4108E-02,-2.485681319E-02
-2.4103E-02,-2.467490745E-02
-2.4098E-02,-2.423716903E-02
-2.4093E-02,-2.371827674E-02
-2.4088E-02,-2.335303092E-02
-2.4083E-02,-2.361294913E-02
-2.4078E-02,-2.387641311E-02
-2.4073E-02,-2.406041121E-02
-2.4068E-02,-2.425037742E-02
-2.4063E-02,-2.488883758E-02
-2.4058E-02,-2.624271750E-02
-2.4053E-02,-2.407852912E-02
-2.4048E-02,-2.222835135E-02
-2.4043E-02,-2.315077186E-02
-2.4038E-02,-2.377350211E-02
-2.4033E-02,-2.455546927E-02
-2.4028E-02,-2.407064414E-02
-2.4023E-02,-2.396029067E-02
-2.4018E-02,-2.507125258E-02
-2.4013E-02,-2.468364120E-02
-2.4008E-02,-2.398197341E-02
-2.4003E-02,-2.469250083E-02
-2.3998E-02,-2.468674636E-02
-2.3993E-02,-2.550650382E-02
-2.3988E-02,-2.529339767E-02
-2.3983E-02,-2.741002250E-02
-2.3978E-02,-2.846476340E-02
-2.3973E-02,-2.855242133E-02
-2.3968E-02,-2.886549735E-02
-2.3963E-02,-2.842468047E-02
-2.3958E-02,-2.734198546E-02
-2.3953E-02,-2.819956756E-02
-2.3948E-02,-2.792607284E-02
-2.3943E-02,-2.716885543E-02
-2.3938E-02,-2.814959502E-02
-2.3933E-02,-2.909313560E-02
-2.3928E-02,-2.745976615E-02
-2.3923E-02,-2.635649848E-02
-2.3918E-02,-2.612701964E-02
-2.3913E-02,-2.648593688E-02
-2.3908E-02,-2.576415610E-02
-2.3903E-02,-2.695392013E-02
-2.3898E-02,-2.820969367E-02
-2.3893E-02,-2.716589332E-02
-2.3888E-02,-2.653177047E-02
-2.3883E-02,-2.689377379E-02
-2.3878E-02,-2.765389037E-02
-2.3873E-02,-2.643883109E-02
-2.3868E-02,-2.524332404E-02
-2.3863E-02,-2.548586059E-02
-2.3858E-02,-2.737175345E-02
-2.3853E-02,-2.961747146E-02
-2.3848E-02,-3.484688926E-02
-2.3843E-02,-3.902963042E-02
-2.3838E-02,-3.971920371E-02
-2.3833E-02,-3.947425056E-02
-2.3828E-02,-3.472775817E-02
-2.3823E-02,-2.785443091E-02
-2.3818E-02,-2.321140265E-02
-2.3813E-02,-2.119155097E-02
-2.3808E-02,-2.489942908E-02
-2.3803E-02,-2.618477225E-02
-2.3798E-02,-2.795878196E-02
-2.3793E-02,-2.791384673E-02
-2.3788E-02,-2.804635406E-02
-2.3783E-02,-2.571379066E-02
-2.3778E-02,-2.371733260E-02
-2.3773E-02,-2.116511703E-02
-2.3768E-02,-1.813141418E-02
-2.3763E-02,-1.908153510E-02
-2.3758E-02,-2.291737533E-02
-2.3753E-02,-2.754166770E-02
-2.3748E-02,-3.073692298E-02
-2.3743E-02,-3.129030776E-02
-2.3738E-02,-2.986027884E-02
-2.3733E-02,-2.610675788E-02
-2.3728E-02,-2.481000686E-02
-2.3723E-02,-2.378221488E-02
-2.3718E-02,-2.493520141E-02
-2.3713E-02,-2.494745994E-02
-2.3708E-02,-2.573068213E-02
-2.3703E-02,-2.655835891E-02
-2.3698E-02,-2.485686851E-02
-2.3693E-02,-2.655734801E-02
-2.3688E-02,-2.594289184E-02
-2.3683E-02,-2.292716384E-02
-2.3678E-02,-2.359509635E-02
-2.3673E-02,-2.438870025E-02
-2.3668E-02,-2.577564979E-02
-2.3663E-02,-2.281764770E-02
-2.3658E-02,-2.157955337E-02
-2.3653E-02,-2.383624816E-02
-2.3648E-02,-2.463607955E-02
-2.3643E-02,-2.481987548E-02
-2.3638E-02,-2.526461959E-02
-2.3633E-02,-2.592864776E-02
-2.3628E-02,-2.639773726E-02
-2.3623E-02,-2.629751563E-02
-2.3618E-02,-2.731720901E-02
-2.3613E-02,-2.743855262E-02
-2.3608E-02,-2.665960670E-02
-2.3603E-02,-2.664354491E-02
-2.3598E-02,-2.738065696E-02
-2.3593E-02,-2.726691222E-02
-2.3588E-02,-2.558640075E-02
-2.3583E-02,-2.510683417E-02
-2.3578E-02,-2.602929664E-02
-2.3573E-02,-2.689068961E-02
-2.3568E-02,-2.722373557E-02
-2.3563E-02,-2.657326102E-02
-2.3558E-02,-2.552479529E-02
-2.3553E-02,-2.586352134E-02
-2.3548E-02,-2.662822318E-02
-2.3543E-02,-2.527129149E-02
-2.3538E-02,-2.547271514E-02
-2.3533E-02,-2.549138808E-02
-2.3528E-02,-2.791854262E-02
-2.3523E-02,-2.707948661E-02
-2.3518E-02,-2.593900466E-02
-2.3513E-02,-2.632841468E-02
-2.3508E-02,-2.592987609E-02
-2.3503E-02,-2.622047973E-02
-2.3498E-02,-2.667706466E-02
-2.3493E-02,-2.680104423E-02
-2.3488E-02,-2.618967414E-02
-2.3483E-02,-2.668458343E-02
-2.3478E-02,-2.777715468E-02
-2.3473E-02,-2.948415160E-02
-2.3468E-02,-2.900874686E-02
-2.3463E-02,-2.723887038E-02
-2.3457E-02,-2.728387809E-02
-2.3452E-02,-2.770843291E-02
-2.3447E-02,-2.750291991E-02
-2.3442E-02,-2.845119071E-02
-2.3437E-02,-2.817562842E-02
-2.3432E-02,-2.826127219E-02
-2.3427E-02,-2.653117537E-02
-2.3422E-02,-2.664862037E-02
-2.3417E-02,-2.815997291E-02
-2.3412E-02,-2.586117911E-02
-2.3407E-02,-2.569034743E-02
-2.3402E-02,-2.652513289E-02
-2.3397E-02,-2.900711036E-02
-2.3392E-02,-2.871620727E-02
-2.3387E-02,-2.545538306E-02
-2.3382E-02,-2.495986342E-02
-2.3377E-02,-2.408183837E-02
-2.3372E-02,-2.559906936E-02
-2.3367E-02,-2.678920150E-02
-2.3362E-02,-2.663969398E-02
-2.3357E-02,-2.639077544E-02
-2.3352E-02,-2.566220069E-02
-2.3347E-02,-2.542193007E-02
-2.3342E-02,-2.418672347E-02
-2.3337E-02,-2.434451652E-02
-2.3332E-02,-2.612042022E-02
-2.3327E-02,-2.659180045E-02
-2.3322E-02,-2.601745582E-02
-2.3317E-02,-2.601936507E-02
-2.3312E-02,-2.906903625E-02
-2.3307E-02,-2.984456992E-02
-2.3302E-02,-2.967556739E-02
-2.3297E-02,-2.805103469E-02
-2.3292E-02,-2.583797812E-02
-2.3287E-02,-2.443308425E-02
-2.3282E-02,-2.336613059E-02
-2.3277E-02,-2.517689872E-02
-2.3272E-02,-2.492098594E-02
-2.3267E-02,-2.443557334E-02
-2.3262E-02,-2.612650657E-02
-2.3257E-02,-2.628139091E-02
-2.3252E-02,-2.679465270E-02
-2.3247E-02,-2.742802405E-02
-2.3242E-02,-2.721984839E-02
-2.3237E-02,-2.583059096E-02
-2.3232E-02,-2.494739699E-02
-2.3227E-02,-2.533484435E-02
-2.3222E-02,-2.539820075E-02
-2.3217E-02,-3.378472114E-02
-2.3212E-02,-3.611460280E-02
-2.3207E-02,-3.267160964E-02
-2.3202E-02,-3.045031333E-02
-2.3197E-02,-2.600737739E-02
-2.3192E-02,-2.730724502E-02
-2.3187E-02,-2.968017554E-02
-2.3182E-02,-3.012540603E-02
-2.3177E-02,-2.891786170E-02
-2.3172E-02,-2.555667663E-02
-2.3167E-02,-2.571600509E-02
-2.3162E-02,-2.616540313E-02
-2.3157E-02,-2.555543876E-02
-2.3152E-02,-2.291228652E-02
-2.3147E-02,-2.203766227E-02
-2.3142E-02,-2.324640441E-02
-2.3137E-02,-2.285042739E-02
-2.3132E-02,-2.195355010E-02
-2.3127E-02,-2.169923759E-02
-2.3122E-02,-2.314550185E-02
-2.3117E-02,-2.399403167E-02
-2.3112E-02,-2.351155257E-02
-2.3107E-02,-2.231603408E-02
-2.3102E-02,-2.188437438E-02
-2.3097E-02,-2.293780875E-02
-2.3092E-02,-2.239129233E-02
-2.3087E-02,-2.371636367E-02
-2.3082E-02,-2.654230285E-02
-2.3077E-02,-2.619794440E-02
-2.3072E-02,-2.624105620E-02
-2.3067E-02,-2.538556075E-02
-2.3062E-02,-2.489217925E-02
-2.3057E-02,-2.414744163E-02
-2.3052E-02,-2.413561606E-02
-2.3047E-02,-2.230351424E-02
-2.3042E-02,-2.275331092E-02
-2.3037E-02,-2.324990249E-02
-2.3032E-02,-2.414321113E-02
-2.3027E-02,-2.513793540E-02
-2.3022E-02,-2.458373427E-02
-2.3017E-02,-2.378476310E-02
-2.3012E-02,-2.344821715E-02
-2.3007E-02,-2.423471618E-02
-2.3002E-02,-2.399737525E-02
-2.2997E-02,-2.425113845E-02
-2.2992E-02,-2.481380057E-02
-2.2987E-02,-2.458172011E-02
-2.2982E-02,-2.451887107E-02
-2.2977E-02,-2.434866500E-02
-2.2972E-02,-2.363953757E-02
-2.2967E-02,-2.413034415E-02
-2.2962E-02,-2.487887359E-02
-2.2957E-02,-2.425231147E-02
-2.2952E-02,-2.405387664E-02
-2.2947E-02,-2.604216361E-02
-2.2942E-02,-2.679366660E-02
-2.2937E-02,-2.683051276E-02
-2.2932E-02,-2.748727393E-02
-2.2927E-02,-2.611325431E-02
-2.2922E-02,-2.693105292E-02
-2.2917E-02,-2.526265311E-02
-2.2912E-02,-2.411565375E-02
-2.2907E-02,-2.326598716E-02
-2.2902E-02,-2.359464431E-02
-2.2897E-02,-2.542132735E-02
-2.2892E-02,-2.629358268E-02
-2.2887E-02,-2.819491553E-02
-2.2882E-02,-2.698747230E-02
-2.2877E-02,-2.630406547E-02
-2.2872E-02,-2.579455352E-02
-2.2867E-02,-2.419470000E-02
-2.2862E-02,-2.488458991E-02
-2.2857E-02,-2.665670943E-02
-2.2852E-02,-2.800033545E-02
-2.2847E-02,-2.542881560E-02
-2.2842E-02,-2.521828628E-02
-2.2837E-02,-2.644655204E-02
-2.2832E-02,-2.598166060E-02
-2.2827E-02,-2.524097800E-02
-2.2822E-02,-2.407561469E-02
-2.2817E-02,-2.178418708E-02
-2.2812E-02,-1.878419662E-02
-2.2807E-02,-1.433580375E-02
-2.2802E-02,-1.129694152E-02
-2.2797E-02,-1.060132194E-02
-2.2792E-02,-1.464209533E-02
-2.2787E-02,-2.124301696E-02
-2.2782E-02,-2.948740554E-02
-2.2777E-02,-3.135168433E-02
-2.2772E-02,-3.078499579E-02
-2.2767E-02,-2.995235610E-02
-2.2762E-02,-2.603735900E-02
-2.2757E-02,-2.368576598E-02
-2.2752E-02,-2.021503997E-02
-2.2747E-02,-2.086454558E-02
-2.2742E-02,-2.543403792E-02
-2.2737E-02,-3.053305411E-02
-2.2732E-02,-3.283471084E-02
-2.2727E-02,-3.238130546E-02
-2.2722E-02,-2.996798301E-02
-2.2717E-02,-2.862195182E-02
-2.2712E-02,-2.709800124E-02
-2.2707E-02,-2.425168014E-02
-2.2702E-02,-2.370485473E-02
-2.2697E-02,-2.644554877E-02
-2.2692E-02,-2.943127418E-02
-2.2687E-02,-3.031812453E-02
-2.2682E-02,-3.016924834E-02
-2.2677E-02,-2.970039153E-02
-2.2672E-02,-2.814710784E-02
-2.2667E-02,-2.884879088E-02
-2.2662E-02,-2.815454078E-02
-2.2657E-02,-2.865435195E-02
-2.2652E-02,-2.872911811E-02
-2.2647E-02,-2.950741363E-02
-2.2642E-02,-3.367046905E-02
-2.2637E-02,-3.315681052E-02
-2.2632E-02,-3.034245467E-02
-2.2627E-02,-2.827482200E-02
-2.2622E-02,-2.929098868E-02
-2.2617E-02,-2.943767142E-02
-2.2612E-02,-2.781052756E-02
-2.2607E-02,-2.689270949E-02
-2.2602E-02,-2.804075789E-02
-2.2597E-02,-2.930936980E-02
-2.2592E-02,-2.886102843E-02
-2.2587E-02,-2.840511107E-02
-2.2582E-02,-2.734854484E-02
-2.2577E-02,-2.651403022E-02
-2.2572E-02,-2.649226165E-02
-2.2567E-02,-2.570500159E-02
-2.2562E-02,-2.459683967E-02
-2.2557E-02,-2.579694343E-02
-2.2552E-02,-2.788236213E-02
-2.2547E-02,-2.718323493E-02
-2.2542E-02,-2.686682487E-02
-2.2537E-02,-2.557029319E-02
-2.2532E-02,-2.621993041E-02
-2.2527E-02,-2.382808089E-02
-2.2522E-02,-2.574984527E-02
-2.2517E-02,-2.706738830E-02
-2.2512E-02,-2.683102965E-02
-2.2507E-02,-2.765851951E-02
-2.2502E-02,-2.845739150E-02
-2.2497E-02,-2.929889464E-02
-2.2492E-02,-2.722389579E-02
-2.2487E-02,-2.742287040E-02
-2.2482E-02,-2.839384437E-02
-2.2477E-02,-2.885446715E-02
-2.2472E-02,-2.852760863E-02
-2.2467E-02,-2.829709983E-02
-2.2462E-02,-2.811268592E-02
-2.2457E-02,-2.771548057E-02
-2.2452E-02,-2.872819495E-02
-2.2447E-02,-2.754762435E-02
-2.2442E-02,-2.782052970E-02
-2.2437E-02,-2.961199546E-02
-2.2432E-02,-2.932586455E-02
-2.2427E-02,-2.960763335E-02
-2.2422E-02,-2.685845733E-02
-2.2416E-02,-2.791027808E-02
-2.2411E-02,-2.932643485E-02
-2.2406E-02,-2.847913146E-02
-2.2401E-02,-2.782099319E-02
-2.2396E-02,-2.923867202E-02
-2.2391E-02,-3.032909179E-02
-2.2386E-02,-2.754256225E-02
-2.2381E-02,-2.655071425E-02
-2.2376E-02,-2.653558517E-02
-2.2371E-02,-2.837754989E-02
-2.2366E-02,-2.974940276E-02
-2.2361E-02,-2.914771056E-02
-2.2356E-02,-2.874318671E-02
-2.2351E-02,-2.810536361E-02
-2.2346E-02,-2.607630324E-02
-2.2341E-02,-2.776131988E-02
-2.2336E-02,-2.889062476E-02
-2.2331E-02,-2.859007621E-02
-2.2326E-02,-2.912245536E-02
-2.2321E-02,-3.095895553E-02
-2.2316E-02,-3.183558249E-02
-2.2311E-02,-3.137763190E-02
-2.2306E-02,-3.009070182E-02
-2.2301E-02,-2.955607581E-02
-2.2296E-02,-3.055091262E-02
-2.2291E-02,-2.931743598E-02
-2.2286E-02,-2.824338889E-02
-2.2281E-02,-2.648591208E-02
-2.2276E-02,-2.585781455E-02
-2.2271E-02,-2.818411613E-02
-2.2266E-02,-2.497424865E-02
-2.2261E-02,-1.658709121E-02
-2.2256E-02,-1.716595817E-02
-2.2251E-02,-1.685035872E-02
-2.2246E-02,-2.076958442E-02
-2.2241E-02,-2.387545562E-02
-2.2236E-02,-2.406231475E-02
-2.2231E-02,-2.579325080E-02
-2.2226E-02,-2.863981414E-02
-2.2221E-02,-3.098933387E-02
-2.2216E-02,-3.109234595E-02
-2.2211E-02,-2.880785728E-02
-2.2206E-02,-2.735117316E-02
-2.2201E-02,-2.865662551E-02
-2.2196E-02,-2.827922225E-02
-2.2191E-02,-2.892516875E-02
-2.2186E-02,-2.914428878E-02
-2.2181E-02,-3.053093505E-02
-2.2176E-02,-3.254386497E-02
-2.2171E-02,-3.132540870E-02
-2.2166E-02,-3.069528365E-02
-2.2161E-02,-3.090907073E-02
-2.2156E-02,-3.057454467E-02
-2.2151E-02,-3.001797652E-02
-2.2146E-02,-2.800418830E-02
-2.2141E-02,-2.700284934E-02
-2.2136E-02,-2.681339431E-02
-2.2131E-02,-2.836193252E-02
-2.2126E-02,-2.979548621E-02
-2.2121E-02,-2.813487220E-02
-2.2116E-02,-2.730771041E-02
-2.2111E-02,-2.862958884E-02
-2.2106E-02,-3.021850371E-02
-2.2101E-02,-2.950215125E-02
-2.2096E-02,-2.914374709E-02
-2.2091E-02,-2.954251266E-02
-2.2086E-02,-2.898683333E-02
-2.2081E-02,-2.921875739E-02
-2.2076E-02,-2.860400748E-02
-2.2071E-02,-2.736974692E-02
-2.2066E-02,-2.691207671E-02
-2.2061E-02,-2.740373397E-02
-2.2056E-02,-2.852572417E-02
-2.2051E-02,-2.749059653E-02
-2.2046E-02,-2.854626250E-02
-2.2041E-02,-2.684917617E-02
-2.2036E-02,-2.781045699E-02
-2.2031E-02,-2.691007781E-02
-2.2026E-02,-2.763210273E-02
-2.2021E-02,-2.851865172E-02
-2.2016E-02,-2.896683478E-02
-2.2011E-02,-2.794864249E-02
-2.2006E-02,-2.823416305E-02
-2.2001E-02,-2.883737922E-02
-2.1996E-02,-2.998121810E-02
-2.1991E-02,-2.991673064E-02
-2.1986E-02,-2.960213828E-02
-2.1981E-02,-2.890054297E-02
-2.1976E-02,-2.889598632E-02
-2.1971E-02,-2.983205390E-02
-2.1966E-02,-3.070411086E-02
-2.1961E-02,-3.165483260E-02
-2.1956E-02,-3.202193046E-02
-2.1951E-02,-3.350765967E-02
-2.1946E-02,-3.116908050E-02
-2.1941E-02,-2.945982909E-02
-2.1936E-02,-2.789289641E-02
-2.1931E-02,-2.640409827E-02
