[s],CH1[V]
-2.4999E-02,-2.635373008E-02
-2.4994E-02,-2.854215705E-02
-2.4989E-02,-2.945290744E-02
-2.4984E-02,-2.784265125E-02
-2.4979E-02,-2.608900058E-02
-2.4974E-02,-2.666964519E-02
-2.4969E-02,-2.769739997E-02
-2.4964E-02,-2.852543342E-02
-2.4959E-02,-2.810565078E-02
-2.4954E-02,-2.740534675E-02
-2.4949E-02,-2.632909477E-02
-2.4944E-02,-2.585905540E-02
-2.4939E-02,-2.713165462E-02
-2.4934E-02,-2.772409999E-02
-2.4929E-02,-2.732652557E-02
-2.4924E-02,-2.949638736E-02
-2.4919E-02,-3.176642311E-02
-2.4914E-02,-2.998235500E-02
-2.4909E-02,-2.746353805E-02
-2.4904E-02,-2.861591899E-02
-2.4899E-02,-2.844130123E-02
-2.4894E-02,-2.746900642E-02
-2.4889E-02,-2.742742050E-02
-2.4884E-02,-2.818249595E-02
-2.4879E-02,-2.997844779E-02
-2.4874E-02,-2.806365287E-02
-2.4869E-02,-2.617709625E-02
-2.4864E-02,-2.573213089E-02
-2.4859E-02,-2.503290927E-02
-2.4854E-02,-2.686501205E-02
-2.4849E-02,-2.842248809E-02
-2.4844E-02,-2.810871875E-02
-2.4839E-02,-2.587249935E-02
-2.4834E-02,-2.541361892E-02
-2.4829E-02,-2.799810016E-02
-2.4824E-02,-2.807470596E-02
-2.4819E-02,-2.816620624E-02
-2.4814E-02,-2.722592342E-02
-2.4809E-02,-2.797155654E-02
-2.4804E-02,-2.993578708E-02
-2.4799E-02,-2.989567554E-02
-2.4794E-02,-3.068066776E-02
-2.4789E-02,-2.961940467E-02
-2.4784E-02,-2.919742858E-02
-2.4779E-02,-2.881702316E-02
-2.4774E-02,-2.823750675E-02
-2.4769E-02,-2.657680976E-02
-2.4764E-02,-2.665836418E-02
-2.4759E-02,-2.808341205E-02
-2.4754E-02,-2.884477031E-02
-2.4749E-02,-2.875913513E-02
-2.4744E-02,-2.887459171E-02
-2.4739E-02,-2.795982254E-02
-2.4734E-02,-2.615723407E-02
-2.4729E-02,-2.624649036E-02
-2.4724E-02,-3.108544910E-02
-2.4719E-02,-3.397075546E-02
-2.4714E-02,-3.659598339E-02
-2.4709E-02,-3.893329608E-02
-2.4704E-02,-3.740168560E-02
-2.4699E-02,-3.351814640E-02
-2.4694E-02,-3.031020153E-02
-2.4689E-02,-2.776140296E-02
-2.4684E-02,-2.220744884E-02
-2.4679E-02,-2.309864223E-02
-2.4674E-02,-2.654609954E-02
-2.4669E-02,-3.026812637E-02
-2.4664E-02,-3.162802494E-02
-2.4659E-02,-3.072894371E-02
-2.4654E-02,-3.117318141E-02
-2.4649E-02,-2.911389530E-02
-2.4644E-02,-2.730330455E-02
-2.4639E-02,-2.695996559E-02
-2.4634E-02,-2.601763332E-02
-2.4629E-02,-2.615933788E-02
-2.4624E-02,-2.756599319E-02
-2.4619E-02,-3.032882106E-02
-2.4614E-02,-3.253222167E-02
-2.4609E-02,-3.106127250E-02
-2.4604E-02,-3.001426113E-02
-2.4599E-02,-2.980488479E-02
-2.4594E-02,-3.056060207E-02
-2.4589E-02,-2.725532329E-02
-2.4584E-02,-2.883884418E-02
-2.4579E-02,-2.970974147E-02
-2.4574E-02,-2.934203708E-02
-2.4569E-02,-2.944640720E-02
-2.4564E-02,-3.084626758E-02
-2.4559E-02,-2.980931938E-02
-2.4554E-02,-2.647016132E-02
-2.4549E-02,-2.457442844E-02
-2.4544E-02,-2.665833271E-02
-2.4539E-02,-2.846684253E-02
-2.4534E-02,-2.991998851E-02
-2.4529E-02,-2.965004623E-02
-2.4524E-02,-2.925509441E-02
-2.4519E-02,-2.963673198E-02
-2.4514E-02,-3.108381450E-02
-2.4509E-02,-3.107376564E-02
-2.4504E-02,-2.785353839E-02
-2.4498E-02,-2.641010749E-02
-2.4493E-02,-2.702282989E-02
-2.4488E-02,-2.958760059E-02
-2.4483E-02,-2.787013996E-02
-2.4478E-02,-2.670168865E-02
-2.4473E-02,-2.899051368E-02
-2.4468E-02,-2.889583385E-02
-2.4463E-02,-3.029118812E-02
-2.4458E-02,-3.589681995E-02
-2.4453E-02,-3.434341419E-02
-2.4448E-02,-3.318035686E-02
-2.4443E-02,-2.801352298E-02
-2.4438E-02,-2.659755409E-02
-2.4433E-02,-3.085955417E-02
-2.4428E-02,-3.359999740E-02
-2.4423E-02,-3.390454566E-02
-2.4418E-02,-2.990745819E-02
-2.4413E-02,-2.744644344E-02
-2.4408E-02,-2.617979324E-02
-2.4403E-02,-2.904625976E-02
-2.4398E-02,-2.931421936E-02
-2.4393E-02,-2.656744945E-02
-2.4388E-02,-2.643526542E-02
-2.4383E-02,-2.609309280E-02
-2.4378E-02,-2.739001548E-02
-2.4373E-02,-2.559411705E-02
-2.4368E-02,-2.403839767E-02
-2.4363E-02,-2.481594265E-02
-2.4358E-02,-2.479016864E-02
-2.4353E-02,-2.608963192E-02
-2.4348E-02,-2.647297752E-02
-2.4343E-02,-2.755657566E-02
-2.4338E-02,-2.800554645E-02
-2.4333E-02,-2.916768253E-02
-2.4328E-02,-3.261579883E-02
-2.4323E-02,-3.211926353E-02
-2.4318E-02,-2.988235271E-02
-2.4313E-02,-3.007342422E-02
-2.4308E-02,-2.968160522E-02
-2.4303E-02,-2.685860145E-02
-2.4298E-02,-2.629084671E-02
-2.4293E-02,-2.840876281E-02
-2.4288E-02,-2.849724948E-02
-2.4283E-02,-2.863958538E-02
-2.4278E-02,-2.832112300E-02
-2.4273E-02,-2.848696506E-02
-2.4268E-02,-2.519065368E-02
-2.4263E-02,-2.442259490E-02
-2.4258E-02,-2.664992893E-02
-2.4253E-02,-2.800645149E-02
-2.4248E-02,-2.722116458E-02
-2.4243E-02,-2.706755149E-02
-2.4238E-02,-2.841780174E-02
-2.4233E-02,-2.760837734E-02
-2.4228E-02,-2.793969238E-02
-2.4223E-02,-3.068931854E-02
-2.4218E-02,-3.020292556E-02
-2.4213E-02,-2.984935653E-02
-2.4208E-02,-3.019896019E-02
-2.4203E-02,-3.048759258E-02
-2.4198E-02,-2.917498291E-02
-2.4193E-02,-2.766013420E-02
-2.4188E-02,-2.856661785E-02
-2.4183E-02,-2.897913921E-02
-2.4178E-02,-2.866799533E-02
-2.4173E-02,-3.079708183E-02
-2.4168E-02,-3.062218273E-02
-2.4163E-02,-2.909454620E-02
-2.4158E-02,-2.746204078E-02
-2.4153E-02,-2.864463794E-02
-2.4148E-02,-3.032693279E-02
-2.4143E-02,-2.944461238E-02
-2.4138E-02,-2.812411678E-02
-2.4133E-02,-2.861159885E-02
-2.4128E-02,-2.967414939E-02
-2.4123E-02,-2.926550949E-02
-2.4118E-02,-2.896549404E-02
-2.4113E-02,-2.872339523E-02
-2.4108E-02,-2.638347518E-02
-2.4103E-02,-2.721806991E-02
-2.4098E-02,-2.886942661E-02
-2.4093E-02,-2.984933460E-02
-2.4088E-02,-2.773529994E-02
-2.4083E-02,-2.874230850E-02
-2.4078E-02,-3.140657508E-02
-2.4073E-02,-3.083155143E-02
-2.4068E-02,-2.906236541E-02
-2.4063E-02,-2.877554309E-02
-2.4058E-02,-2.983388126E-02
-2.4053E-02,-2.692512214E-02
-2.4048E-02,-2.428417766E-02
-2.4043E-02,-2.308951271E-02
-2.4038E-02,-2.050054729E-02
-2.4033E-02,-1.884827507E-02
-2.4028E-02,-2.179334247E-02
-2.4023E-02,-2.673059738E-02
-2.4018E-02,-2.821531379E-02
-2.4013E-02,-2.881810939E-02
-2.4008E-02,-2.995819271E-02
-2.4003E-02,-3.000071228E-02
-2.3998E-02,-2.811853588E-02
-2.3993E-02,-2.703256691E-02
-2.3988E-02,-2.721025550E-02
-2.3983E-02,-2.831054199E-02
-2.3978E-02,-2.893827713E-02
-2.3973E-02,-3.237497699E-02
-2.3968E-02,-3.284910476E-02
-2.3963E-02,-3.145557487E-02
-2.3958E-02,-3.106138599E-02
-2.3953E-02,-2.844570911E-02
-2.3948E-02,-2.649938667E-02
-2.3943E-02,-2.512423694E-02
-2.3938E-02,-2.496715915E-02
-2.3933E-02,-2.661173713E-02
-2.3928E-02,-2.757299030E-02
-2.3923E-02,-2.835937488E-02
