[s],CH1[V]
-2.4999E-02,-2.387961936E-02
-2.4994E-02,-2.726763129E-02
-2.4989E-02,-2.807216811E-02
-2.4984E-02,-2.850783134E-02
-2.4979E-02,-2.979966712E-02
-2.4974E-02,-2.704074454E-02
-2.4969E-02,-2.241705108E-02
-2.4964E-02,-2.201266837E-02
-2.4959E-02,-2.321953750E-02
-2.4954E-02,-2.441012168E-02
-2.4949E-02,-2.679268241E-02
-2.4944E-02,-2.897471213E-02
-2.4939E-02,-2.892240500E-02
-2.4934E-02,-2.895754218E-02
-2.4929E-02,-2.829927802E-02
-2.4924E-02,-2.697373176E-02
-2.4919E-02,-2.561983275E-02
-2.4914E-02,-2.488523078E-02
-2.4909E-02,-2.772605681E-02
-2.4904E-02,-2.916842055E-02
-2.4899E-02,-2.912974524E-02
-2.4894E-02,-3.136739898E-02
-2.4889E-02,-3.086497283E-02
-2.4884E-02,-2.999363685E-02
-2.4879E-02,-2.765372252E-02
-2.4874E-02,-2.656339240E-02
-2.4869E-02,-2.849080634E-02
-2.4864E-02,-2.988807082E-02
-2.4859E-02,-3.079560637E-02
-2.4854E-02,-3.034173369E-02
-2.4849E-02,-2.828278708E-02
-2.4844E-02,-2.760686851E-02
-2.4839E-02,-2.821916556E-02
-2.4834E-02,-2.835524535E-02
-2.4829E-02,-2.712174010E-02
-2.4824E-02,-2.700494552E-02
-2.4819E-02,-2.832421279E-02
-2.4814E-02,-2.931455588E-02
-2.4809E-02,-2.729434943E-02
-2.4804E-02,-2.674060607E-02
-2.4799E-02,-2.809038520E-02
-2.4794E-02,-2.838727927E-02
-2.4789E-02,-3.130025077E-02
-2.4784E-02,-3.054340148E-02
-2.4779E-02,-2.990455031E-02
-2.4774E-02,-2.947043014E-02
-2.4769E-02,-2.891067290E-02
-2.4764E-02,-2.999347091E-02
-2.4759E-02,-3.014594436E-02
-2.4754E-02,-3.011973548E-02
-2.4749E-02,-2.825887275E-02
-2.4744E-02,-2.732350326E-02
-2.4739E-02,-2.861885428E-02
-2.4734E-02,-2.869883132E-02
-2.4729E-02,-2.788848853E-02
-2.4724E-02,-2.583490539E-02
-2.4719E-02,-2.732763648E-02
-2.4714E-02,-3.181139350E-02
-2.4709E-02,-3.112723708E-02
-2.4704E-02,-2.733775306E-02
-2.4699E-02,-2.469249892E-02
-2.4694E-02,-2.749317908E-02
-2.4689E-02,-3.139180350E-02
-2.4684E-02,-3.359916091E-02
-2.4679E-02,-3.232158637E-02
-2.4674E-02,-3.206053329E-02
-2.4669E-02,-3.274132133E-02
-2.4664E-02,-3.160307860E-02
-2.4659E-02,-3.123081565E-02
-2.4654E-02,-2.897749877E-02
-2.4649E-02,-3.032480979E-02
-2.4644E-02,-3.148642135E-02
-2.4639E-02,-3.296502090E-02
-2.4634E-02,-3.172563338E-02
-2.4629E-02,-2.917509627E-02
-2.4624E-02,-2.895366073E-02
-2.4619E-02,-2.732411742E-02
-2.4614E-02,-2.887245917E-02
-2.4609E-02,-3.032725120E-02
-2.4604E-02,-3.115143371E-02
-2.4599E-02,-3.207527900E-02
-2.4594E-02,-3.170462584E-02
-2.4589E-02,-3.182855773E-02
-2.4584E-02,-3.177180266E-02
-2.4579E-02,-3.171507621E-02
-2.4574E-02,-3.331260085E-02
-2.4569E-02,-3.221643424E-02
-2.4564E-02,-3.129773498E-02
-2.4559E-02,-2.964581847E-02
-2.4554E-02,-2.922848296E-02
-2.4549E-02,-2.763409209E-02
-2.4544E-02,-2.591427588E-02
-2.4539E-02,-2.942107749E-02
-2.4534E-02,-3.010006881E-02
-2.4529E-02,-2.984353995E-02
-2.4524E-02,-2.737598968E-02
-2.4519E-02,-2.832423759E-02
-2.4514E-02,-2.725997329E-02
-2.4509E-02,-2.497505927E-02
-2.4504E-02,-2.722386718E-02
-2.4498E-02,-2.727377868E-02
-2.4493E-02,-2.808947921E-02
-2.4488E-02,-2.686570334E-02
-2.4483E-02,-2.634783149E-02
-2.4478E-02,-2.811940360E-02
-2.4473E-02,-2.811072898E-02
-2.4468E-02,-2.947256064E-02
-2.4463E-02,-2.978345847E-02
-2.4458E-02,-2.876778007E-02
-2.4453E-02,-2.494483924E-02
-2.4448E-02,-2.627731872E-02
-2.4443E-02,-2.666629767E-02
-2.4438E-02,-2.759024215E-02
-2.4433E-02,-2.759042144E-02
-2.4428E-02,-2.754188132E-02
-2.4423E-02,-2.840120673E-02
-2.4418E-02,-3.005861640E-02
-2.4413E-02,-3.114575553E-02
-2.4408E-02,-2.979941344E-02
-2.4403E-02,-3.087579131E-02
-2.4398E-02,-3.264804816E-02
-2.4393E-02,-3.271319556E-02
-2.4388E-02,-3.094556022E-02
-2.4383E-02,-2.859382796E-02
-2.4378E-02,-2.754635024E-02
-2.4373E-02,-2.819359946E-02
-2.4368E-02,-2.767870879E-02
-2.4363E-02,-3.056657577E-02
-2.4358E-02,-3.092824721E-02
-2.4353E-02,-3.016405272E-02
-2.4348E-02,-2.931273437E-02
-2.4343E-02,-2.826693702E-02
-2.4338E-02,-2.846389747E-02
-2.4333E-02,-2.726538062E-02
-2.4328E-02,-2.754714751E-02
-2.4323E-02,-2.827579284E-02
-2.4318E-02,-2.740216041E-02
-2.4313E-02,-2.629692817E-02
-2.4308E-02,-2.779882026E-02
-2.4303E-02,-3.115883231E-02
-2.4298E-02,-3.093288016E-02
-2.4293E-02,-3.023150039E-02
-2.4288E-02,-3.090180945E-02
-2.4283E-02,-3.173170829E-02
-2.4278E-02,-3.377409530E-02
-2.4273E-02,-3.189595389E-02
-2.4268E-02,-3.135156608E-02
-2.4263E-02,-3.057629752E-02
-2.4258E-02,-3.050249648E-02
-2.4253E-02,-3.159942603E-02
-2.4248E-02,-3.275240493E-02
-2.4243E-02,-3.208340812E-02
-2.4238E-02,-2.972781539E-02
-2.4233E-02,-2.896511245E-02
-2.4228E-02,-2.666529250E-02
-2.4223E-02,-2.764718795E-02
-2.4218E-02,-2.975024962E-02
-2.4213E-02,-2.968449569E-02
-2.4208E-02,-3.092768836E-02
-2.4203E-02,-2.975508475E-02
-2.4198E-02,-3.039739203E-02
-2.4193E-02,-2.984864402E-02
-2.4188E-02,-3.097311950E-02
-2.4183E-02,-3.081877303E-02
-2.4178E-02,-3.083983970E-02
-2.4173E-02,-3.170338225E-02
-2.4168E-02,-3.204404235E-02
-2.4163E-02,-3.214241576E-02
-2.4158E-02,-2.976950431E-02
-2.4153E-02,-2.997549796E-02
-2.4148E-02,-3.010659194E-02
-2.4143E-02,-3.187722754E-02
-2.4138E-02,-3.169496894E-02
-2.4133E-02,-2.867975974E-02
-2.4128E-02,-2.820008254E-02
-2.4123E-02,-2.847481132E-02
-2.4118E-02,-2.874115729E-02
-2.4113E-02,-3.045670295E-02
-2.4108E-02,-2.911449599E-02
-2.4103E-02,-3.025281501E-02
-2.4098E-02,-3.050269103E-02
-2.4093E-02,-3.037162185E-02
-2.4088E-02,-3.069905639E-02
-2.4083E-02,-2.992356086E-02
-2.4078E-02,-2.992343116E-02
-2.4073E-02,-3.090950942E-02
-2.4068E-02,-3.118990302E-02
-2.4063E-02,-2.978636527E-02
-2.4058E-02,-2.943054366E-02
-2.4053E-02,-3.245880675E-02
-2.4048E-02,-3.155564094E-02
-2.4043E-02,-3.152785087E-02
-2.4038E-02,-2.967390800E-02
-2.4033E-02,-2.878781676E-02
-2.4028E-02,-2.911764312E-02
-2.4023E-02,-2.897068954E-02
-2.4018E-02,-2.910648894E-02
-2.4013E-02,-2.890014815E-02
-2.4008E-02,-3.042787719E-02
-2.4003E-02,-3.234315085E-02
-2.3998E-02,-3.256678176E-02
-2.3993E-02,-3.046095634E-02
-2.3988E-02,-3.062023711E-02
-2.3983E-02,-3.431413817E-02
-2.3978E-02,-3.595922065E-02
-2.3973E-02,-3.956361365E-02
-2.3968E-02,-4.042928100E-02
-2.3963E-02,-3.802132583E-02
-2.3958E-02,-3.429829764E-02
-2.3953E-02,-3.014641356E-02
-2.3948E-02,-2.869708037E-02
-2.3943E-02,-2.685525298E-02
-2.3938E-02,-2.703136039E-02
-2.3933E-02,-2.853260207E-02
-2.3928E-02,-3.027790999E-02
-2.3923E-02,-3.079643035E-02
-2.3918E-02,-3.104506469E-02
-2.3913E-02,-3.050147223E-02
-2.3908E-02,-2.705576110E-02
-2.3903E-02,-2.833955359E-02
-2.3898E-02,-2.865058684E-02
-2.3893E-02,-2.796174407E-02
-2.3888E-02,-2.879784560E-02
-2.3883E-02,-2.968685889E-02
-2.3878E-02,-3.245818686E-02
-2.3873E-02,-3.153133368E-02
-2.3868E-02,-3.071699500E-02
-2.3863E-02,-2.885237861E-02
-2.3858E-02,-2.971701026E-02
-2.3853E-02,-2.876199889E-02
-2.3848E-02,-2.588887191E-02
-2.3843E-02,-2.773506713E-02
-2.3838E-02,-3.030415130E-02
-2.3833E-02,-3.315298438E-02
-2.3828E-02,-3.327517867E-02
-2.3823E-02,-3.394321418E-02
-2.3818E-02,-3.396989036E-02
-2.3813E-02,-3.064828086E-02
-2.3808E-02,-2.963402534E-02
-2.3803E-02,-2.909111762E-02
-2.3798E-02,-3.175925803E-02
-2.3793E-02,-3.334333396E-02
-2.3788E-02,-3.336883330E-02
-2.3783E-02,-3.415432715E-02
-2.3778E-02,-3.143678832E-02
-2.3773E-02,-2.954273772E-02
-2.3768E-02,-2.813774467E-02
-2.3763E-02,-2.821427321E-02
-2.3758E-02,-3.039603400E-02
-2.3753E-02,-3.138546157E-02
-2.3748E-02,-3.242614341E-02
-2.3743E-02,-3.035150313E-02
-2.3738E-02,-2.955260062E-02
-2.3733E-02,-3.001478744E-02
-2.3728E-02,-2.889853835E-02
-2.3723E-02,-2.935962272E-02
-2.3718E-02,-2.982562041E-02
-2.3713E-02,-3.023668075E-02
-2.3708E-02,-3.004357314E-02
-2.3703E-02,-2.965425849E-02
-2.3698E-02,-2.934268737E-02
-2.3693E-02,-2.985288215E-02
-2.3688E-02,-2.979672408E-02
-2.3683E-02,-2.938260436E-02
-2.3678E-02,-3.028337646E-02
-2.3673E-02,-2.921215987E-02
-2.3668E-02,-2.791612029E-02
-2.3663E-02,-2.901050353E-02
-2.3658E-02,-2.800136733E-02
-2.3653E-02,-2.942141318E-02
-2.3648E-02,-3.002337813E-02
-2.3643E-02,-3.150407958E-02
-2.3638E-02,-3.238421798E-02
-2.3633E-02,-3.252556205E-02
-2.3628E-02,-3.180453086E-02
-2.3623E-02,-3.060505843E-02
-2.3618E-02,-3.243620276E-02
-2.3613E-02,-3.103173614E-02
-2.3608E-02,-3.157836509E-02
-2.3603E-02,-3.163101745E-02
-2.3598E-02,-2.970474410E-02
-2.3593E-02,-2.934706283E-02
-2.3588E-02,-2.927066588E-02
-2.3583E-02,-3.087225699E-02
-2.3578E-02,-2.984733558E-02
-2.3573E-02,-3.027260756E-02
-2.3568E-02,-2.929489875E-02
-2.3563E-02,-2.947209716E-02
-2.3558E-02,-3.189082885E-02
-2.3553E-02,-3.215065932E-02
-2.3548E-02,-3.234464049E-02
-2.3543E-02,-3.052525306E-02
-2.3538E-02,-2.791702247E-02
-2.3533E-02,-2.539592147E-02
-2.3528E-02,-2.564220786E-02
-2.3523E-02,-2.665163589E-02
-2.3518E-02,-2.784554076E-02
-2.3513E-02,-3.151912475E-02
-2.3508E-02,-3.209465003E-02
-2.3503E-02,-3.234309745E-02
-2.3498E-02,-3.194313407E-02
-2.3493E-02,-3.099663138E-02
-2.3488E-02,-3.234885192E-02
-2.3483E-02,-3.165668654E-02
-2.3478E-02,-3.056647849E-02
-2.3473E-02,-2.896990371E-02
-2.3468E-02,-2.845138335E-02
-2.3463E-02,-2.745296836E-02
-2.3457E-02,-2.549518561E-02
-2.3452E-02,-2.747971702E-02
-2.3447E-02,-2.738283515E-02
-2.3442E-02,-3.076562667E-02
-2.3437E-02,-3.132573676E-02
-2.3432E-02,-3.219693923E-02
-2.3427E-02,-3.130146766E-02
-2.3422E-02,-2.828472877E-02
-2.3417E-02,-2.818374419E-02
-2.3412E-02,-2.759043288E-02
-2.3407E-02,-2.571224952E-02
-2.3402E-02,-2.439299369E-02
-2.3397E-02,-2.411169219E-02
-2.3392E-02,-2.703054595E-02
-2.3387E-02,-2.726250434E-02
-2.3382E-02,-2.750160003E-02
-2.3377E-02,-2.607709670E-02
-2.3372E-02,-2.678018165E-02
-2.3367E-02,-2.920760512E-02
-2.3362E-02,-2.899405837E-02
-2.3357E-02,-2.796636748E-02
-2.3352E-02,-2.574775863E-02
-2.3347E-02,-2.810172248E-02
-2.3342E-02,-2.985878158E-02
-2.3337E-02,-2.933443618E-02
-2.3332E-02,-2.961775184E-02
-2.3327E-02,-2.988901114E-02
-2.3322E-02,-3.068422294E-02
-2.3317E-02,-3.614656806E-02
-2.3312E-02,-4.035042739E-02
-2.3307E-02,-3.637312865E-02
-2.3302E-02,-3.163014770E-02
-2.3297E-02,-2.871770263E-02
-2.3292E-02,-3.043997931E-02
-2.3287E-02,-3.159520698E-02
-2.3282E-02,-2.863223815E-02
-2.3277E-02,-2.684829116E-02
-2.3272E-02,-2.587161613E-02
-2.3267E-02,-2.722489333E-02
-2.3262E-02,-3.023419547E-02
-2.3257E-02,-3.031609321E-02
-2.3252E-02,-2.938872504E-02
-2.3247E-02,-2.970073295E-02
-2.3242E-02,-2.907332206E-02
-2.3237E-02,-2.892914367E-02
-2.3232E-02,-2.718658233E-02
-2.3227E-02,-2.768208861E-02
-2.3222E-02,-2.779086471E-02
-2.3217E-02,-2.844772696E-02
-2.3212E-02,-2.875660300E-02
-2.3207E-02,-2.867867637E-02
-2.3202E-02,-2.834446120E-02
-2.3197E-02,-2.725549102E-02
-2.3192E-02,-2.990858436E-02
-2.3187E-02,-2.884606528E-02
-2.3182E-02,-2.848769546E-02
-2.3177E-02,-3.122146392E-02
-2.3172E-02,-2.962281203E-02
-2.3167E-02,-2.962773108E-02
-2.3162E-02,-2.807912803E-02
-2.3157E-02,-3.005250907E-02
-2.3152E-02,-2.887266517E-02
-2.3147E-02,-2.673001647E-02
-2.3142E-02,-2.769616675E-02
-2.3137E-02,-2.836521316E-02
-2.3132E-02,-3.030724502E-02
-2.3127E-02,-2.986230254E-02
-2.3122E-02,-2.996567893E-02
-2.3117E-02,-3.009690833E-02
-2.3112E-02,-2.968307662E-02
-2.3107E-02,-2.963840842E-02
-2.3102E-02,-2.991239905E-02
-2.3097E-02,-2.972987723E-02
-2.3092E-02,-2.676697898E-02
-2.3087E-02,-2.850147986E-02
-2.3082E-02,-3.042829871E-02
-2.3077E-02,-3.074979568E-02
-2.3072E-02,-3.073004127E-02
-2.3067E-02,-3.185712218E-02
-2.3062E-02,-3.246137595E-02
-2.3057E-02,-3.333083510E-02
-2.3052E-02,-3.310085464E-02
-2.3047E-02,-3.151301932E-02
-2.3042E-02,-3.091214728E-02
-2.3037E-02,-3.261814475E-02
-2.3032E-02,-2.906405997E-02
-2.3027E-02,-2.703989959E-02
-2.3022E-02,-2.536818671E-02
-2.3017E-02,-2.558763099E-02
-2.3012E-02,-2.781800056E-02
-2.3007E-02,-2.906991553E-02
-2.3002E-02,-2.791793799E-02
-2.2997E-02,-2.616782165E-02
-2.2992E-02,-2.875707221E-02
-2.2987E-02,-3.053038764E-02
-2.2982E-02,-2.968759704E-02
-2.2977E-02,-2.928631377E-02
-2.2972E-02,-2.877364898E-02
-2.2967E-02,-2.897996879E-02
-2.2962E-02,-2.742232680E-02
-2.2957E-02,-2.799714828E-02
-2.2952E-02,-2.981676078E-02
-2.2947E-02,-3.012643600E-02
-2.2942E-02,-3.044367576E-02
-2.2937E-02,-3.010045409E-02
-2.2932E-02,-2.877737212E-02
-2.2927E-02,-2.771750808E-02
-2.2922E-02,-2.895973563E-02
-2.2917E-02,-2.795658088E-02
-2.2912E-02,-2.893943000E-02
-2.2907E-02,-2.820263648E-02
-2.2902E-02,-2.531740546E-02
-2.2897E-02,-2.147398162E-02
-2.2892E-02,-2.192543197E-02
-2.2887E-02,-2.582003760E-02
-2.2882E-02,-2.919692397E-02
-2.2877E-02,-2.967050719E-02
-2.2872E-02,-3.233372664E-02
-2.2867E-02,-3.296487784E-02
-2.2862E-02,-3.201972365E-02
-2.2857E-02,-2.911387229E-02
-2.2852E-02,-2.556661582E-02
-2.2847E-02,-2.528342414E-02
-2.2842E-02,-2.478516364E-02
-2.2837E-02,-2.824956107E-02
-2.2832E-02,-3.220362830E-02
-2.2827E-02,-3.284621406E-02
-2.2822E-02,-3.232554030E-02
-2.2817E-02,-3.196502852E-02
-2.2812E-02,-3.011973166E-02
-2.2807E-02,-2.806524062E-02
-2.2802E-02,-2.815179038E-02
-2.2797E-02,-2.737179351E-02
-2.2792E-02,-2.711013770E-02
-2.2787E-02,-2.871733451E-02
-2.2782E-02,-2.936222434E-02
-2.2777E-02,-3.069555831E-02
-2.2772E-02,-3.112487388E-02
-2.2767E-02,-3.141823745E-02
-2.2762E-02,-2.842761779E-02
